lieu_dit,cp,ville,id_client,code_postal,c_insee,c_iris,c_qualite_iris,codgeo
,49499,MorinVille,8dd5c8fb-b6ba-40ec-bee3-4e589db5a866,,,,8,
,62500,Charpentier,8c94eec2-1ebb-46ea-9a54-448c8bc58649,62500.0,62149,,8,62149
,62500,Charpentier,8c94eec2-1ebb-46ea-9a54-448c8bc58649,62500.0,62225,,8,62225
,62500,Charpentier,8c94eec2-1ebb-46ea-9a54-448c8bc58649,62500.0,62504,,8,62504
,62500,Charpentier,8c94eec2-1ebb-46ea-9a54-448c8bc58649,62500.0,62674,,8,62674
,62500,Charpentier,8c94eec2-1ebb-46ea-9a54-448c8bc58649,62500.0,62757,,8,62757
,62500,Charpentier,8c94eec2-1ebb-46ea-9a54-448c8bc58649,62500.0,62757,,8,62757
,62500,Charpentier,8c94eec2-1ebb-46ea-9a54-448c8bc58649,62500.0,62765,,8,62765
,62500,Charpentier,8c94eec2-1ebb-46ea-9a54-448c8bc58649,62500.0,62772,,8,62772
,62500,Charpentier,8c94eec2-1ebb-46ea-9a54-448c8bc58649,62500.0,62819,,8,62819
,62500,Charpentier,8c94eec2-1ebb-46ea-9a54-448c8bc58649,62500.0,62905,,8,62905
Street,50844,Saint AgnèsVille,b286ec79-8edc-482d-a715-a395c2bbdac7,,,,8,
Street,85810,Pichon,1951cd47-c20c-443f-9558-857b76e00237,,,,8,
,40350,Nicolas,d574fc91-9745-4e45-b98b-bb362526e074,40350.0,40101,,8,40101
,40350,Nicolas,d574fc91-9745-4e45-b98b-bb362526e074,40350.0,40183,,8,40183
,40350,Nicolas,d574fc91-9745-4e45-b98b-bb362526e074,40350.0,40233,,8,40233
Street,1435,Sainte Élise-sur-Mer,6dafdbfd-507e-4199-b437-f6fc2c897377,,,,8,
Street,7553,Nicolas,5f0b658f-99c7-4a5c-82a7-a4a0c110cbd0,,,,8,
Street,75344,Joubert,e80e5ea9-5974-459e-a3cd-8cede7186128,,,,8,
Street,27388,Maillotdan,2c89fce0-1764-4163-9087-b6562c50671d,,,,8,
,29811,Gomes,f8ece369-e108-4e4a-8913-6f7a1f5c4543,,,,8,
,71763,Gallet,9e91db71-6983-4776-8ded-c3585aad6a51,,,,8,
Street,54543,Lagardedan,8dc170cb-3aa1-4837-952e-614b06edd1b0,,,,8,
,18166,Sainte Noël,c1f503a0-d475-415f-b894-4c9d88f60016,,,,8,
Street,11107,Mallet,afe2e9f8-d62b-4b2b-888f-c51891a1a8e4,,,,8,
Street,97637,Clément,bd69ba43-216a-413d-a0f1-127369f84f51,,,,8,
,33106,Martinsdan,f5adae21-968b-4187-bbc4-654adb1d352e,,,,8,
,17413,Saint Antoinette,0ea763ac-e380-46a6-95e6-cf8b5349c823,,,,8,
Street,95879,Sainte Thierry,cf57d279-8108-4fb3-b233-8cd8dd200875,,,,8,
Street,84665,Imbert,0ef0addd-31cc-420c-9537-4874ccea1647,,,,8,
Street,6227,Besnardnec,b8ef540b-a31c-4ed4-a0cc-931c2a2a9e65,,,,8,
,75800,Pons-sur-Gomes,cd3827f1-0cbb-45eb-a600-0e0985e72712,,,,8,
Street,65186,Huet,da765d48-4e28-42c4-8494-5f201b68650c,,,,8,
Street,1490,Letellier-la-Forêt,8254e373-ee15-4c1c-8827-3bee8acc97d7,,,,8,
,53103,Valletnec,c5909159-1062-4910-ade8-1c1b061194ac,,,,8,
Street,80420,Martinez,5de6ea0b-2241-4bb5-be23-771a6efabda7,80420.0,80318,,8,80318
Street,80420,Martinez,5de6ea0b-2241-4bb5-be23-771a6efabda7,80420.0,80795,,8,80795
,73468,Bonnin,2a2cd563-e9f9-4ea7-9f65-7355bca5b018,,,,8,
,81763,Sainte Marine,57da2d0c-b8c2-4b8d-8e01-2c1ba3f48230,,,,8,
Street,21669,Laroche,b2d2f948-5933-4827-8adb-ef099399bd73,,,,8,
Street,67997,Charles,51809ebb-6b28-42df-aab1-8fc758b8766d,,,,8,
,44904,Étienne,844f53e2-9824-41a0-ad08-8f784513da29,,,,8,
,86879,Lecoq,9f338149-3707-4afa-b478-0a40e127bcf9,,,,8,
,59538,Sainte Julie,244ecd7e-791f-4dba-8a95-55ec50ddfd0b,,,,8,
,39450,Clément-sur-Rodrigues,6f0edc8a-1f43-450b-b8dd-26e9e6a94b71,,,,8,
Street,77840,Barbe,2b6c25f9-2591-470a-8f00-75df6a7151e9,77840.0,77129,,8,77129
Street,77840,Barbe,2b6c25f9-2591-470a-8f00-75df6a7151e9,77840.0,77148,,8,77148
Street,77840,Barbe,2b6c25f9-2591-470a-8f00-75df6a7151e9,77840.0,77204,,8,77204
,27657,Bertrand-sur-Diallo,5205fe0b-c237-4dd4-942c-c098a3ff6ae5,,,,8,
Street,41708,Sainte Martine,328b4f78-85b8-4d93-810a-434fe626e1be,,,,8,
Street,60784,Richard,39f7cc24-e7fd-47e9-b1b8-8f8c360b9051,,,,8,
,78133,Mahe,c8a338dc-b664-40ba-9402-6db1ea5b7548,,,,8,
Street,80515,Rémynec,b019eaaa-4898-419d-8535-2ed8f19cc6a2,,,,8,
,93713,Sainte Océane-la-Forêt,cfb0bab4-67b9-45b1-a84b-e12df649589e,,,,8,
,82722,Lagardedan,b4d5e21d-e38f-4ca9-ac53-9a9069806cae,,,,8,
Street,85173,Lebrun,b7c19f32-94ec-43be-8735-9f798acf6149,,,,8,
,63262,Lefebvre,6ccf9f26-1c6f-4fc2-a44e-5a0486d7842e,,,,8,
Street,20225,Martineznec,0b10feb6-25e1-468b-9d54-ce3463e31efb,20225.0,2B025,,8,2B025
Street,20225,Martineznec,0b10feb6-25e1-468b-9d54-ce3463e31efb,20225.0,2B084,,8,2B084
Street,20225,Martineznec,0b10feb6-25e1-468b-9d54-ce3463e31efb,20225.0,2B112,,8,2B112
Street,20225,Martineznec,0b10feb6-25e1-468b-9d54-ce3463e31efb,20225.0,2B138,,8,2B138
Street,20225,Martineznec,0b10feb6-25e1-468b-9d54-ce3463e31efb,20225.0,2B173,,8,2B173
Street,20225,Martineznec,0b10feb6-25e1-468b-9d54-ce3463e31efb,20225.0,2B175,,8,2B175
Street,3584,Gauthier,46ad5aea-579a-42d9-a8f5-0284c5703816,,,,8,
Street,37578,OllivierBourg,7b5b27c8-b4c0-46e4-b6f9-c07101bcdf7c,,,,8,
,27604,Moulin,3d21abc8-3ac6-4e20-875a-742eb2e4af67,,,,8,
Street,64506,Alves,069228d9-784a-49ff-821e-4181353eaa7b,,,,8,
,16197,Lelièvre,710fbd00-8668-4b9e-b49b-25857a00df9a,,,,8,
Street,66195,Joseph,88ff2399-6683-4add-9f35-a29f191e97fe,,,,8,
Street,1127,Denis,13f5885c-2f1c-47b3-bf5e-8b116af65858,,,,8,
,28465,Leclercq,52c19362-2e3f-46bc-bd83-dae2593e1213,,,,8,
,50417,Delorme,d395944c-f005-4142-85ce-5f0309062867,,,,8,
Street,67924,Lemonnier,6c6b1b38-f237-4dda-b222-47fd694c1581,,,,8,
Street,84823,Vasseur-sur-Mer,e2ee6f68-7cfa-4359-8934-d1332ab01643,,,,8,
,36123,Maillard,7904fc4f-455a-4b14-98b6-1a71fbe5b999,,,,8,
Street,46655,Saint Martin-les-Bains,e38d04f0-9dcb-4b4f-b9fe-6583d2ae98ab,,,,8,
,75734,Renardnec,314f404e-e3e3-4d8e-b9b0-4391c076a484,,,,8,
Street,67482,Gaillard,90a29e9e-529f-4f21-9698-bbb350551823,,,,8,
Street,27671,Perrin,7e480aee-13fd-4c9d-9b1d-4019d356e9ff,,,,8,
Street,97126,Chrétien,cdf92432-d639-42b4-a416-4ef2422fa98d,97126.0,97111,,8,97111
Street,69927,Jacques,57700959-2704-416e-8051-b61975bde607,,,,8,
Street,66328,Saint David-la-Forêt,e23d41d0-61b1-4036-8e85-33d815047e74,,,,8,
,35111,Toussaintnec,a4487911-bdde-4e90-a607-96eac4b90c63,35111.0,35116,,8,35116
,35111,Toussaintnec,a4487911-bdde-4e90-a607-96eac4b90c63,35111.0,35153,,8,35153
Street,24497,Ramos-sur-Mer,3df4ed70-d075-45f1-8e2d-17b19a458b25,,,,8,
,95169,Gérard,125926bf-503a-46cd-bc97-4b6b624fab8d,,,,8,
,20481,Bègue,c2bcb35c-a6fd-4c3d-944b-7fbf1bc89037,,,,8,
Street,38448,Roux-sur-Paul,eb3dcc4e-2c97-4405-a05c-1a6d1ba8047e,,,,8,
,24273,Mallet,d0ee5b27-a96f-4086-a2bc-c2a97dd1eab9,,,,8,
,41508,Lejeune,45009093-4bd0-4cd3-b6ed-eb9aa43e6fba,,,,8,
,84457,Pires,46ca28f4-5627-4864-b96e-429b0357d0ad,,,,8,
Street,95970,Saint Élise,1833e923-f8f9-411a-9567-c49b7f481790,,,,8,
Street,5403,Saint Roland,a5f8e0e0-8b8f-4fc5-ac59-0875b4a5070b,,,,8,
,57448,Delorme,48ce370c-eb80-406c-9b5e-19ff1bad3ae2,,,,8,
,64413,Gomesnec,4b37ad59-a663-4201-88f9-2cce39ff3bac,,,,8,
Street,54832,Delaunay,82028ca2-0a4c-4885-8cae-d28f28658f91,,,,8,
Street,3804,Hebert,095321ca-27a4-4304-a4e4-e64ad18cabab,,,,8,
,3917,Lacroix-sur-Coste,04ac9e4b-b688-4488-a00b-8b04cf507444,,,,8,
,24712,Lacombe,239c58e3-7965-44f8-8be0-11da81952146,,,,8,
,40497,Boulanger,035baf05-5adf-4753-b9ec-ce88042ec3ed,,,,8,
Street,88588,Coste-sur-Ribeiro,13536ad2-f645-49e0-b8ff-96f9a53db294,,,,8,
,42917,Rousset,4700f7e8-5605-4e61-8605-fc2504227612,,,,8,
Street,54119,Sainte Christelle-les-Bains,c6219900-893b-41d5-9811-91331628695f,54119.0,54162,,8,54162
,21109,Pages-la-Forêt,da61f839-886e-4f19-9319-7e557e4ae63e,,,,8,
Street,70934,Maury,de0770f1-9135-4a5c-acfd-885451e88bfa,,,,8,
,59813,Descamps,4621019d-c3db-42d5-ba03-dea3e767c59d,,,,8,
Street,66394,Garnier-sur-Meunier,2203a883-8954-4a6e-b295-6264c9cf3193,,,,8,
Street,73992,Marchal-la-Forêt,388ec5a4-a688-4266-9193-77e9bce4a01a,,,,8,
Street,82295,Vallet,e7a4bb67-cf83-4358-a8ca-23d39ebe95d5,,,,8,
,35243,Menard,2eae1c35-731b-4a89-8321-b01625869d4a,,,,8,
,54303,Gros,019f06a9-9ac9-4d55-8e70-04d012493cfa,,,,8,
,68464,Pasquier-sur-Mer,685ef8c9-4ffe-417a-8d66-c09be145cbaf,,,,8,
,97219,Joseph,8f1f74ae-f7a3-4d46-8209-8113637eac89,,,,8,
Street,39778,Saint Françoise-la-Forêt,db04f0e4-25b9-465e-9b30-db9ed0e9e615,,,,8,
,97383,Dupont,747f8908-5fe5-470b-a462-de1d0e7eddff,,,,8,
,51697,Leblancdan,4f76ed0b-8083-45e7-bcd2-95ef38fef720,,,,8,
Street,28316,Rossi,abaf2489-3595-41d6-aaa0-0581bac7b38d,,,,8,
Street,33408,Lebrun-sur-Guillet,0cd0df2a-68dc-49aa-aa46-c4f3283afd4c,,,,8,
Street,33813,Gay-les-Bains,bdb31fee-4d98-47e3-82c8-3f925fffe916,,,,8,
,59900,Saint Anouk-sur-Mer,91f4bfb4-d6d0-4f46-97b8-13fd76ba48e6,,,,8,
Street,74214,Gomes,c1769549-1bdf-4dd4-b497-837514671794,,,,8,
,21283,Joseph,a38eac99-0922-4ce7-b7c9-9e7595f76ffe,,,,8,
Street,7412,Masse,1f31255f-2f20-437b-88e3-5b8ed31bb0bc,,,,8,
Street,50651,Dos Santosboeuf,9e98b5e1-5724-42f9-a7ca-6f3b30207204,,,,8,
Street,46323,Courtois-sur-Rivière,9a071916-dfe6-49ce-a75c-01fc925086a1,,,,8,
,74814,Lesage,1870cce0-7330-4bf9-998c-40e098c28fe0,,,,8,
,30676,Munoz-sur-Mer,c034110a-a4b0-4480-b5b4-a2c6cd467f58,,,,8,
Street,55653,MercierBourg,8da17744-1e38-498a-b527-511b76f27024,,,,8,
Street,42522,Vidal,a3d7187f-32ad-4701-a759-54e807336386,,,,8,
,33951,Duval,4680dd10-437f-4275-b661-0971880e2dbe,,,,8,
,10898,Rousseau,a678a487-2eb8-47b0-a06b-d4af30ef8508,,,,8,
Street,87456,Mallet-sur-Rivière,86b6fff8-ba9c-4fad-b9bd-b9c3d202e3b8,,,,8,
,60879,Thierry,38b4392a-dd4c-4a13-b6cf-e91dd5c23534,,,,8,
,87961,Caron-les-Bains,a1ce12ee-81d2-4cd0-aafa-ba51b9458e3f,,,,8,
Street,45543,Chevallier,5524af03-5c15-48e9-bfdc-f0d9af5ec3fc,,,,8,
Street,15601,Marionboeuf,8ef0b06a-10c0-40f8-bcd7-5baa8ac50142,,,,8,
Street,50549,Delorme,5c439998-5077-4469-913b-fafdd274ff97,,,,8,
,77116,Ribeiro-sur-Caron,61d5b7e4-5742-4495-afe5-1079cc2daa1a,,,,8,
,88795,MeunierVille,3a0e06f5-96ce-4a0a-b493-910081b295cb,,,,8,
Street,93423,Samson,799e735a-37ea-4782-bc8c-6abd2eb60ef1,,,,8,
Street,60743,Sainte AndréBourg,d593c1ec-c33b-4508-bb26-269de6d79c81,,,,8,
Street,94875,Voisin-la-Forêt,8e1ce1f4-a531-4688-988f-db618bb8b6e3,,,,8,
Street,50927,SchneiderBourg,470b76bf-5584-4846-b66f-1f7ef0a5095d,,,,8,
Street,73189,Da Silva,a8237b9a-6c60-4040-97ea-82d0a701f836,,,,8,
,97273,Sauvage-sur-Laurent,22f003ae-9149-4b77-8ae6-154f2dc01b37,,,,8,
,62812,Traore,2c265748-7b2c-4143-8c8e-93932aeaebfd,,,,8,
,87225,Lopez,75e4a80d-7451-449a-975d-46827b6596e3,,,,8,
Street,45589,Milletdan,0d0b9d2c-8437-42b0-a232-dc73359851c5,,,,8,
,44701,Bonneauboeuf,26202303-49eb-4916-a138-694e699a762d,,,,8,
Street,35553,Petitjean,25707378-7315-4f56-a9a1-ebbf122f5a07,,,,8,
Street,35315,Sainte Aimé,9e89493f-2aaf-4cc2-8e5c-2349aa2ba1b4,,,,8,
,19630,Pruvost,9f21757b-d830-4d5a-b7df-7558f3ccfe56,,,,8,
Street,94456,Payet-sur-Menard,5b7746b8-a747-4cac-affe-37d897c257a1,,,,8,
,58135,PagesBourg,6869823c-772a-4ccc-a29b-17099795282b,,,,8,
Street,86361,Mullernec,584b7b77-ad50-42f8-98aa-34eaaca599bf,,,,8,
Street,82196,Schneider,9a0aaa42-d653-49cf-80e4-e9699135133e,,,,8,
Street,74321,Blondel,75ad7ac7-dbe2-45a6-9061-7508fb5820b1,,,,8,
Street,82677,Clément,126b373f-5a41-45b1-811c-ab8c1a7cd530,,,,8,
Street,4600,Cordier,d47afb58-cacc-4b92-b443-47d2206c0e59,4600.0,4049,,8,4049
Street,4600,Cordier,d47afb58-cacc-4b92-b443-47d2206c0e59,4600.0,4127,,8,4127
Street,77593,Bousquet,bfa657de-7ddf-4fd3-9c0e-74400f8e2610,,,,8,
Street,53562,Paris-sur-Durand,722c781c-7686-4ed0-be60-960bd4a4747b,,,,8,
,82258,Sainte Théophilenec,ef969a5a-bc64-41f1-b659-62c1ff8118b3,,,,8,
,62625,BoulayVille,408dc2a6-806c-43d2-88a7-80cbdec0152f,,,,8,
,57238,Renardnec,2d701eda-5853-4e60-ab91-399ff27649ea,,,,8,
,16767,Hernandez,56ad3112-255f-4720-bf00-317298e6472b,,,,8,
,24297,Verdier,c7ca5bc6-251a-4512-b570-b557f77f5154,,,,8,
,61812,Lambert-sur-Mer,54d0cd6a-6ac7-4e4f-93f1-0682163c7c09,,,,8,
Street,31228,Alexandre,4258c7cc-a555-4daf-922d-929402514eb5,,,,8,
Street,19905,Buisson,5d015936-a09c-4db2-98bd-010107998e1c,,,,8,
,93196,Rivière,12c97728-deac-4032-8f27-43fff2063fc3,,,,8,
Street,50155,Da Silvadan,55f7ce2f-f5a4-442b-b64e-dfa1d9d76763,,,,8,
Street,31666,Joubert,bb524eee-38c4-4c00-8730-a1f170b45ef8,,,,8,
,32498,Sainte Valérie,ba661554-13f4-474f-9257-2146e242ccdc,,,,8,
Street,26308,Bessonnec,867cf7a1-66e1-4ef0-833b-5681165b6a5e,,,,8,
,83496,LucasVille,1acb1e39-755c-489f-825f-2ddc56a07f40,,,,8,
Street,25587,Sainte Thérèseboeuf,7fafac4e-d2ec-49a0-a7c7-b7cf704bd9e4,,,,8,
,28349,Le Roux,b0fe4bf7-a315-47ad-998d-c29d92535ac7,,,,8,
,97282,Ferreira,716e1d68-8081-42f4-bc27-a0697aec068c,,,,8,
Street,36186,Chauveaudan,19f7310e-e940-43f4-a714-f492bda93820,,,,8,
,56506,BergerBourg,d9ddb071-5d83-4c4e-a362-67cae7e15507,,,,8,
,18425,Chartier,26e50a62-44d4-426e-ada3-895edd557d98,,,,8,
Street,75385,Sainte Odette-la-Forêt,524ee406-84c1-4540-b805-901271f2e8d2,,,,8,
Street,88539,Legendre,97a30e57-3323-49a4-b0d8-e1e4d87965ac,,,,8,
Street,77526,Salmon-sur-Seguin,10172761-3257-4fc3-a256-4e0bf0c35174,,,,8,
Street,41951,Tessier,7905f731-2fe5-46ba-bf0c-d813770d06f4,,,,8,
Street,32661,ImbertBourg,88a91c84-c296-47d7-be1d-8cc981a10f9e,,,,8,
Street,69946,Rodrigueznec,2c0d39fa-a399-433d-921a-6432753f4f44,,,,8,
,81779,LoiseauVille,aef47ed8-cf71-4bf2-8bd0-798e20bb5d7b,,,,8,
Street,44839,Camus,abce4040-dde0-49c6-be91-88e2422c6c15,,,,8,
Street,47910,Bègue,dfdf4d78-ed73-4410-b13e-88465e517911,,,,8,
,62662,GodardBourg,722c1472-274f-4916-9e4e-1c2e3c4b5b6c,,,,8,
Street,35687,Chevallier,dda93e40-db0f-4846-ba2e-c9d9a4cc5248,,,,8,
Street,22513,Aubry,61bb1261-697f-499d-885e-fc05a98d94fd,,,,8,
Street,86491,BourdonVille,e6bb3f09-9dc2-40fe-aefe-1fe13f1018bd,,,,8,
Street,92110,Roger,e74f37d6-bf9e-405a-bab2-da98f10e9eb2,92110.0,92024,,8,92024
,4265,Gilbert-sur-Poulain,225cc9fa-1d7f-4956-9c1a-de6b0d2793ef,,,,8,
,20510,Valentin,5cd00e8d-0ff1-4e9a-a562-1ac8e608de4e,,,,8,
Street,78792,Saint Maggieboeuf,e7e250d1-afe4-404b-89dd-5ff6e5381901,,,,8,
Street,24190,Saint Marie-les-Bains,e7d51729-fae6-4605-9066-9efb564abe90,24190.0,24104,,8,24104
Street,24190,Saint Marie-les-Bains,e7d51729-fae6-4605-9066-9efb564abe90,24190.0,24157,,8,24157
Street,24190,Saint Marie-les-Bains,e7d51729-fae6-4605-9066-9efb564abe90,24190.0,24309,,8,24309
Street,24190,Saint Marie-les-Bains,e7d51729-fae6-4605-9066-9efb564abe90,24190.0,24367,,8,24367
Street,24190,Saint Marie-les-Bains,e7d51729-fae6-4605-9066-9efb564abe90,24190.0,24418,,8,24418
Street,24190,Saint Marie-les-Bains,e7d51729-fae6-4605-9066-9efb564abe90,24190.0,24424,,8,24424
Street,24190,Saint Marie-les-Bains,e7d51729-fae6-4605-9066-9efb564abe90,24190.0,24502,,8,24502
Street,24190,Saint Marie-les-Bains,e7d51729-fae6-4605-9066-9efb564abe90,24190.0,24509,,8,24509
Street,24190,Saint Marie-les-Bains,e7d51729-fae6-4605-9066-9efb564abe90,24190.0,24562,,8,24562
,41880,Renaud,698256f0-c8ac-45fd-8848-901e8e85b156,,,,8,
Street,56218,Besnard,d671cd88-bdc9-4b6e-84c0-7f0258c9290f,,,,8,
,59705,Peron,2576e0dd-1bb6-4010-affe-d4c8b145676c,,,,8,
Street,59558,Saint Thomasboeuf,c83af7b7-26d8-4a62-b70c-817d07aa0753,,,,8,
Street,17607,Allain,2f3124c6-4512-4a70-a2d4-30b966109108,,,,8,
Street,53138,Lebrun-sur-Blanc,00bf7a04-713c-488e-b954-c6457b894050,,,,8,
,83902,Leconte,c7843168-bcf4-481c-a272-49457107cc3c,,,,8,
Street,70905,Ribeiro,fa0ce5b1-3010-4acb-b2a7-321580f55554,,,,8,
Street,60685,De Oliveira,9df59eb6-d91d-4d7d-be93-9bc1b644e3b5,,,,8,
Street,60882,LacroixBourg,f67846cb-15c1-4cb7-a6ab-1db60803f3a9,,,,8,
,14305,Bertin,ca173113-b787-4aa9-90be-e22d150a11e7,,,,8,
Street,30475,Pascal,5e0d126c-c197-4117-b8dd-e3c91f668831,,,,8,
Street,37143,Lemoineboeuf,d6a0a24b-6cc5-455e-ab74-9e8aea83c26b,,,,8,
,67921,Chauvin,191107ac-df35-4c2f-b631-5d32a6b83cfa,,,,8,
Street,47653,Saint Susan-la-Forêt,e8464021-45ef-458e-b991-eb49375d62a1,,,,8,
,82759,Caron,142069a8-752e-4b3d-af93-3f3f06d43ccb,,,,8,
Street,8740,Jacquot,38ac0705-99bd-4147-90bd-1f5cc13dea20,,,,8,
,19666,Gomes,7879658d-691f-45e7-b693-6be90ee6f275,,,,8,
,70662,Sainte Isabelle,8e2206e3-f8a5-4c3b-9d04-7aa402e6d39e,,,,8,
,94863,BertinBourg,c61fec41-148c-4e56-9020-f87d531d90e8,,,,8,
Street,72444,Michel,821b6ca2-c242-4578-9603-78c28fef4fee,,,,8,
,87378,Perretnec,9dd21e59-75d9-4705-8d45-3f61f445fffc,,,,8,
Street,38171,Sainte Franckdan,b20440ed-420e-479d-8cac-e17135de006f,,,,8,
Street,22588,Collet,89217a13-a206-4eae-8863-0b9265226bb7,,,,8,
Street,75213,Gautiernec,1f143a4f-8f78-4ac8-9097-90cf852968c4,,,,8,
,10947,Rémy-la-Forêt,72b6941e-7ba5-4490-a02f-360cfcc2c5bf,,,,8,
Street,97325,Lejeune,a61d724f-0676-4eba-88ef-e2614ffb7922,,,,8,
Street,56950,Saint Denise,4a8c9324-6690-4902-a6dd-afb0a72bd106,56950.0,56046,,8,56046
,12497,CourtoisBourg,faaa140d-cc65-4731-9b62-76d676cc3eec,,,,8,
Street,15859,Perez,8017a9c7-4e1a-45dc-918f-24da00e547ce,,,,8,
,27966,Sainte Emmanuelleboeuf,dfaed90d-7cbc-42e2-b489-6b2be4e3cab9,,,,8,
,87171,Gallet,34d7060c-b804-479c-98db-54131d2e7b24,,,,8,
Street,9480,Saint Sylvie,90090627-743e-468c-940a-7a3f73fa7b6f,,,,8,
Street,79371,Hebert-les-Bains,56a27f42-8046-425b-b2ec-c7bd77f761d9,,,,8,
,32420,Gaillard-la-Forêt,5bcc0433-9f26-46d8-a899-233062bd3a78,32420.0,32048,,8,32048
,32420,Gaillard-la-Forêt,5bcc0433-9f26-46d8-a899-233062bd3a78,32420.0,32141,,8,32141
,32420,Gaillard-la-Forêt,5bcc0433-9f26-46d8-a899-233062bd3a78,32420.0,32250,,8,32250
,32420,Gaillard-la-Forêt,5bcc0433-9f26-46d8-a899-233062bd3a78,32420.0,32260,,8,32260
,32420,Gaillard-la-Forêt,5bcc0433-9f26-46d8-a899-233062bd3a78,32420.0,32287,,8,32287
,32420,Gaillard-la-Forêt,5bcc0433-9f26-46d8-a899-233062bd3a78,32420.0,32309,,8,32309
,32420,Gaillard-la-Forêt,5bcc0433-9f26-46d8-a899-233062bd3a78,32420.0,32353,,8,32353
,32420,Gaillard-la-Forêt,5bcc0433-9f26-46d8-a899-233062bd3a78,32420.0,32413,,8,32413
,32420,Gaillard-la-Forêt,5bcc0433-9f26-46d8-a899-233062bd3a78,32420.0,32433,,8,32433
,32420,Gaillard-la-Forêt,5bcc0433-9f26-46d8-a899-233062bd3a78,32420.0,32451,,8,32451
,32420,Gaillard-la-Forêt,5bcc0433-9f26-46d8-a899-233062bd3a78,32420.0,32465,,8,32465
,43694,Guyot,4d90114a-78ad-412b-97cc-a49ae61f7d51,,,,8,
,75794,Carpentier,b05707fd-d5d4-4378-9f7d-d2f69decda8e,,,,8,
Street,95296,Lombard,961f26c9-d4a2-4941-a1e0-6f2bf9e194e0,,,,8,
Street,18556,Lefèvre,8a415887-0a2d-4d88-9d8e-52ec57abfdcb,,,,8,
Street,50418,Sainte Théophile,cacc39bb-76cb-4eaf-a9a6-c6d3ff2c762b,,,,8,
Street,60623,Rodrigues-sur-Mer,3c5c6bc6-eeba-4c1d-a151-3d384322a805,,,,8,
Street,50639,Petitjean,3acb18a7-e6b3-4f0e-95a6-c85ca417d562,,,,8,
,19586,Sainte Paulette-la-Forêt,597575c6-1e8c-464f-b590-5e52923910a3,,,,8,
Street,57259,Rousseau,67126c84-48bd-4957-b8e9-1d713c7ff11c,,,,8,
Street,17159,De Oliveiraboeuf,977f927c-6cf9-48c1-8305-17d145138576,,,,8,
Street,32592,Berger-sur-Mer,db1d2612-2a64-4472-a846-f6238a6f43e0,,,,8,
,66246,Lejeunedan,abec81e4-89f8-4902-8743-43a1b6d863bf,,,,8,
,61952,Meyer-sur-Julien,ffa84e73-edf9-4a7c-8ed3-a42e4de71474,,,,8,
,10562,Bousquet-les-Bains,b7125b2a-6fa9-4437-94aa-e065331b973b,,,,8,
,86922,Saint Marie-sur-Mer,0d3f6dcb-948d-4556-93d4-14148e76a7a4,,,,8,
Street,15769,Saint Gérarddan,2d1c5496-b6ed-441a-90ff-2abee0037191,,,,8,
,68443,Gay-sur-Dupuy,ae0aae3c-90b6-4e54-9fbe-a69b0f8933b3,,,,8,
,8540,Thierrynec,abbb5a51-d1e3-4ac2-a0d9-64d5e1634771,,,,8,
,38289,Gimenez-sur-Joubert,01775eb1-5039-410a-aa14-5714d7b2d265,,,,8,
Street,36314,Hamel-sur-Ramos,3f954c8c-769d-483b-9cae-09a9e4446f13,,,,8,
,73973,DevauxBourg,a7f0f721-144b-4ced-bd35-be04a93ce824,,,,8,
Street,31435,Alexandre,38cfcce9-687d-4f80-bb4f-57dff6ac409f,,,,8,
Street,89752,Chauveau,199a0532-e2f4-4a5b-9b07-31189ebeeb80,,,,8,
,64159,Garnier,71cdd7ce-503e-49af-bda9-f248286d416a,,,,8,
Street,72481,Saint Monique,514f61e3-d0ce-47e7-b3c3-1345874f9282,,,,8,
,91476,Morvan,f3885dd7-61fa-48eb-abfa-26e80cc2c959,,,,8,
Street,81498,Briand-sur-Devaux,7854230a-e42b-416a-8d88-67a4828d3ecc,,,,8,
,22931,Maillot,550245dc-7276-4a5d-b0cf-b8d4265edf51,,,,8,
,89363,Paris-sur-Mer,a5671124-253a-440b-b08a-9f67c910fad1,,,,8,
Street,4696,Leroux-la-Forêt,81756f40-7b00-49ff-b640-dd7179a51bbb,,,,8,
Street,61349,Saint Élodieboeuf,23ce682d-313a-4718-bf68-377c40154657,,,,8,
Street,38544,Lecomte-sur-Guérin,cc061600-02a0-4b8d-89ea-88278bd47b45,,,,8,
Street,69291,Saint Pénélope,57d883cf-494a-462b-9aec-7a5e325adbcf,,,,8,
,92580,Deschamps,fdf61992-49e0-4568-9764-bb56c2eba35b,,,,8,
Street,83846,Sainte ThierryBourg,e16e9524-1d14-455f-9205-c4ee5bc57978,,,,8,
,41753,Sainte Zacharie,5049a7a2-fca9-4cda-a608-4cb9b9f13dcf,,,,8,
,25440,Besnard,765a0449-7d35-42a8-9899-fd483a32f792,25440.0,25002,,8,25002
,25440,Besnard,765a0449-7d35-42a8-9899-fd483a32f792,25440.0,25044,,8,25044
,25440,Besnard,765a0449-7d35-42a8-9899-fd483a32f792,25440.0,25090,,8,25090
,25440,Besnard,765a0449-7d35-42a8-9899-fd483a32f792,25440.0,25098,,8,25098
,25440,Besnard,765a0449-7d35-42a8-9899-fd483a32f792,25440.0,25104,,8,25104
,25440,Besnard,765a0449-7d35-42a8-9899-fd483a32f792,25440.0,25109,,8,25109
